Name,Internal Name,Antigen,Company,Trials ▼,Patents,Papers,Seq,Activity by Year,symbol
PersonGen anti-MUC1 CAR,nan,MUC1,PersonGen,2.0,,,nan,,MUC1
Chinese PLA Gen.Hosp. anti-CD19 CAR,CART-19,CD19,Chinese PLA Gen.Hosp.,2.0,,,nan,,CD19
"Southwest Hosp., China anti-CD19 CAR","Southwest Hosp., China anti-CD19 CAR",CD19,"Southwest Hosp., China",2.0,,,nan,,CD19
AFM24,Affimed anti-EGFR / Fc gamma RIIIA,EGFR,Affimed,2.0,2.0,,nan,,EGFR
AFM24,Affimed anti-EGFR / Fc gamma RIIIA,Fc-gamma-RIIIA,Affimed,2.0,2.0,,nan,,FCGR3A
COM701,nan,CD112R,Compugen,2.0,49.0,,nan,,PVRIG
etigilimab,"OMP-313M32, MPH-313",TIGIT,"Celgene, Mereo, OncoMed",2.0,13.0,2.0,✓,,TIGIT
letolizumab,BMS-986004,CD40L,"BMS, Domantis",2.0,32.0,2.0,✓,,CD40LG
davutamig,"REGN5093, REGN5093-M114",cMet,Regeneron,2.0,13.0,3.0,nan,,MET
BMS-986218   <<,nan,CTLA4,BMS,2.0,,,nan,,CTLA4
A166,Sichuan Kelun Pharma patent anti-Her2,HER2/neu,"Klus Pharma, Sichuan Kelun Pharma",2.0,10.0,2.0,nan,,ERBB2
nelmastobart,"hSTC810, STT-003",BTN1A1,"STCube, U.Texas",2.0,19.0,,✓,,BTN1A1
CHO-H01,nan,CD20,Cho Pharma,2.0,,,nan,,MS4A1
NC318,nan,Siglec-15,"Lilly, NextCure",2.0,4.0,,nan,,SIGLEC15
Guangzhou Anjie Biomed.Tech. anti-Muc1 CAR,nan,MUC1,Guangzhou Anjie Biomed.Tech.,2.0,,,nan,,MUC1
BC8-B10   ==,211At-BC8-B10,CD45,FHCRC,2.0,1.0,3.0,nan,,PTPRC
AGEN2373,nan,4-1BB,"Agenus, Gilead",2.0,6.0,,nan,,TNFRSF9
EMB01,"EMB-101, EMB-01",cMet,EpimAb,2.0,,1.0,nan,,MET
EMB01,"EMB-101, EMB-01",EGFR,EpimAb,2.0,,1.0,nan,,EGFR
LYT-200,nan,Galectin-9,"NYU, Puretech Health",2.0,29.0,,nan,,LGALS9
LB1410,nan,PD-1,L & L Biopharma,2.0,2.0,,nan,,PDCD1
LB1410,nan,TIM-3,L & L Biopharma,2.0,2.0,,nan,,HAVCR2
evalstotug,BA3701,CTLA4,BioAtla,2.0,4.0,1.0,✓,,CTLA4
YH001,nan,CTLA4,Eucure,2.0,,,nan,,CTLA4
YK012,nan,CD19,Excyte,2.0,2.0,,nan,,CD19
YK012,nan,CD3,Excyte,2.0,2.0,,nan,,CD3E
S095024,Sym024,NT5E,"Les Laboratoires Servier , Symphogen",2.0,4.0,,nan,,NT5E
omoprubart,CAN106,C5,"CANbridge, WuXi Biologics",2.0,,,✓,,C5
IBI321,IBI-321,PD-1,Innovent,2.0,1.0,,nan,,PDCD1
IBI321,IBI-321,TIGIT,Innovent,2.0,1.0,,nan,,TIGIT
IMM2902,nan,HER2/neu,ImmuneOnco,2.0,,1.0,nan,,ERBB2
IMM2902,nan,SIRPA,ImmuneOnco,2.0,,1.0,nan,,SIRPA
GT90001,nan,ALK-1,Kintor,2.0,1.0,1.0,nan,,ACVRL1
HLX301,nan,PD-L1,Shanghai Henlius,2.0,,,nan,,CD274
HLX301,nan,TIGIT,Shanghai Henlius,2.0,,,nan,,TIGIT
BI-1607   ==,nan,Fc-gamma-R2B (CD32b),BioInvent,2.0,2.0,,nan,,FCGR2B
precemtabart tocentecan,M9140,CEACAM5,Merck Serono,2.0,5.0,2.0,nan,,CEACAM5
dibotatug,DR-01,NKG2A,Dren,2.0,2.0,,✓,,KLRC1
ANV419,nan,IL-2RB,Anaveon,2.0,,1.0,nan,,IL2RB
GENA-104A16,EP0089,CNTN4,"Ellipses, Genome and Co.",2.0,5.0,,nan,,CNTN4
PE0105,nan,PD-1,Shanghai HyaMab,2.0,,,nan,,PDCD1
DB-1311,BNT324,B7-H3,"BioNTech, DualityBio",2.0,2.0,,nan,,CD276
HB0045,nan,NT5E,Huabo Biopharm,2.0,1.0,,nan,,NT5E
LM-302,TPX-4589,CLDN18,"Lanova, Turning Point",2.0,,,nan,,CLDN18
YL201,nan,B7-H3,Medilink,2.0,3.0,1.0,nan,,CD276
velinotamig,GR1803,BCMA,"Cullinan Oncology, Genrix Biopharma",2.0,,,nan,,TNFRSF17
velinotamig,GR1803,CD3,"Cullinan Oncology, Genrix Biopharma",2.0,,,nan,,CD3E
brivestobart,GLS-012,LAG-3,Guangzhou Gloria Bio,2.0,,,✓,,LAG3
BIW-8962,nan,GM2,KHK,1.0,12.0,1.0,?,,nan
metelimumab,CAT-192,TGF-β1,"CAT, Genzyme",1.0,5.0,3.0,nan,,TGFB1
TOL101,nan,TCR,Tolera,1.0,9.0,2.0,✓,,nan
radretumab,"L19 I131 SIP, L19SIP",Fibronectin,"Bayer, Philogen",1.0,6.0,2.0,✓,,FN1
ASK8007,ASK-8007,osteopontin,Astellas,1.0,4.0,1.0,✓,,SPP1
glenzocimab,"ACT017, 9O12.2",GPVI,"Acticor, INSERM",1.0,17.0,10.0,✓,,GP6
SCH708980,nan,IL-10,"Merck (MSD), Schering-Plough",1.0,13.0,,?,,IL10
Synimmune patent anti-FLT3   ==,nan,FLT3,Synimmune,1.0,3.0,1.0,nan,,FLT3
IMAB 027,"IMAB027, IMAB027-vcMMAE",CLDN6,"Astellas, Ganymed",1.0,32.0,1.0,nan,,CLDN6
CRX-014,"CR014-vcMMAE, CDX-014",TIM-1,"Abgenix, Celldex, Curagen, Seattle Genetics",1.0,7.0,2.0,nan,,HAVCR1
3F8BiAb,nan,CD3,Wayne State U.,1.0,,2.0,nan,,CD3E
3F8BiAb,nan,GD2,Wayne State U.,1.0,,2.0,nan,,nan
AGT-182   >>,HIRMab,INSR,ArmaGen,1.0,34.0,2.0,nan,,INSR
benufutamab   ==,"Hx-DR5-01/05, HexaBody-DR5/DR5, GEN1029",DR5,"Genmab, IDD-Tech",1.0,21.0,2.0,✓,,TNFRSF10B
nivatrotamab   ==,Hu3F8-BsAb,CD3,"Sloan-Kettering, Y-mAbs",1.0,,2.0,✓,,CD3E
nivatrotamab   ==,Hu3F8-BsAb,GD2,"Sloan-Kettering, Y-mAbs",1.0,,2.0,✓,,nan
enapotamab vedotin,HuMax-AXL-ADC,AXL,"Genmab, Seattle Genetics",1.0,28.0,1.0,✓,,AXL
lilotomab satetraxetan (lutetium (177Lu) )   <<,"Humalutin, lutetium (177Lu) lilotomab satetraxetan, Betalutin, tetulomab, NNV003, 177Lu-NNV003",CD37,Nordic Nanovector,1.0,3.0,7.0,nan,,CD37
lepunafusp alfa,JR-141,TfR,JCR Pharma,1.0,32.0,2.0,nan,,TFRC
CHO-A04,nan,SSEA4,"Academia Sinica, Cho Pharma",1.0,21.0,1.0,nan,,ST3GAL2
COVA322   <<,nan,IL-17,Covagen,1.0,,1.0,nan,,IL17A
COVA322   <<,nan,TNF-alpha,Covagen,1.0,,1.0,nan,,TNF
REGN4336,nan,CD3,Regeneron,1.0,12.0,1.0,nan,,CD3E
REGN4336,nan,PSMA,Regeneron,1.0,12.0,1.0,nan,,FOLH1
LMG324,nan,VEGF,Novartis,1.0,,,nan,,VEGFA
BMS-986156,nan,GITR,BMS,1.0,27.0,2.0,nan,,TNFRSF18
Sym015,"Hu9006, Hu9338",cMet,Symphogen,1.0,4.0,2.0,nan,,MET
garivulimab,BGB-A333,PD-L1,BeiGene,1.0,7.0,,✓,,CD274
Vrije Universiteit Brussel patent anti-Her2,131 I-GMIB-Anti-HER2-VHH1,HER2/neu,Vrije Universiteit Brussel,1.0,9.0,8.0,nan,,ERBB2
MAR001,Novartis patent anti-ANGPTL4,ANGPTL4,"Marea, Novartis",1.0,11.0,1.0,nan,,ANGPTL4
Uppsala U. anti-CD19 CAR,nan,CD19,Uppsala U.,1.0,,1.0,nan,,CD19
Chinese PLA Gen.Hosp. anti-CD138 CAR,nan,Syndecan 1,Chinese PLA Gen.Hosp.,1.0,,,nan,,SDC1
Chinese PLA Gen.Hosp. anti-EGFR CAR,nan,EGFR,Chinese PLA Gen.Hosp.,1.0,,,nan,,EGFR
Chinese PLA Gen.Hosp. anti-CD30 CAR,CART30,CD30,Chinese PLA Gen.Hosp.,1.0,,,nan,,TNFRSF8
Chinese PLA Gen.Hosp. anti-CD33 CAR,CART33,CD33,Chinese PLA Gen.Hosp.,1.0,,1.0,nan,,CD33
Chinese PLA Gen.Hosp. anti-Her2 CAR,CART-HER-2,HER2/neu,Chinese PLA Gen.Hosp.,1.0,,,nan,,ERBB2
Chinese PLA Gen.Hosp. anti-Mesothelin CAR,CART-meso,Mesothelin,Chinese PLA Gen.Hosp.,1.0,,,nan,,MSLN
Second Mil.Med.U. China anti-CD19 CAR,nCAR19-T,CD19,Second Military Med Univ,1.0,,,nan,,CD19
Beijing Cancer Hosp. anti-CD19 CAR 4th Gen.,nan,CD19,Beijing Cancer Hosp.,1.0,,,nan,,CD19
BMS-986179,nan,NT5E,BMS,1.0,15.0,,nan,,NT5E
Sinobioway Cell Therapy anti-EpCAM CAR,nan,EpCAM,Sinobioway Cell Therapy,1.0,,,nan,,EPCAM
iCarTAB anti-CD19 CAR,nan,CD19,"iCarTAB, Xuzhou Med.Coll.",1.0,,2.0,nan,,CD19
iCarTAB anti-CD22 CAR,nan,CD22,"iCarTAB, Xuzhou Med.Coll.",1.0,,,nan,,CD22
PF582   ••,nan,VEGF-A,"Hospira, Pfenex, Pfizer",1.0,,,nan,,VEGFA
PCAR-019   ==,nan,CD19,PersonGen,1.0,,1.0,nan,,CD19
Sym013,Pan-Her,EGFR,Symphogen,1.0,8.0,4.0,nan,,EGFR
Sym013,Pan-Her,HER2/neu,Symphogen,1.0,8.0,4.0,nan,,ERBB2
Sym013,Pan-Her,HER3,Symphogen,1.0,8.0,4.0,nan,,ERBB3
CX-2029,nan,TfR,CytomX,1.0,5.0,3.0,nan,,TFRC
APV-527,"ATOR-1016, ALG.APV-527",4-1BB,"Alligator, Aptevo",1.0,9.0,1.0,nan,,TNFRSF9
APV-527,"ATOR-1016, ALG.APV-527",TPBG,"Alligator, Aptevo",1.0,9.0,1.0,nan,,TPBG
pamlectabart tismanitin,"HDP-101, J22.9-IST",BCMA,Heidelberg Pharma,1.0,1.0,1.0,✓,,TNFRSF17
RO7122290,FAP-4-1BBL,4-1BB,Roche,1.0,17.0,3.0,nan,,TNFRSF9
RO7122290,FAP-4-1BBL,FAP,Roche,1.0,17.0,3.0,nan,,FAP
CCW702,Calibr patent anti-PSMA / CD3,CD3,"Calibr, Scripps",1.0,1.0,1.0,nan,,CD3E
CCW702,Calibr patent anti-PSMA / CD3,PSMA,"Calibr, Scripps",1.0,1.0,1.0,nan,,FOLH1
ADCE-D01,nan,MRC2,"Adcendo, Copenhagen Rigshospitalet, U.Copenhagen",1.0,11.0,1.0,nan,,MRC2
ibentatug,ZB131,Plectin,"iTi Health, ZielBio",1.0,9.0,,✓,,PLEC
W0101,nan,Undisclosed,Pierre Fabre,1.0,,,nan,,nan
sovipostobart   <<,BMS-986249,CTLA4,BMS,1.0,,,nan,,CTLA4
opelkibart elmanitin,"CD117-ADC, MGTA-C100, MGTA-117",c-Kit,"Dianthus, Heidelberg Pharma, Magenta Thera",1.0,26.0,1.0,✓,,KIT
GEN1042,BNT312,4-1BB,"BioNTech, Genmab",1.0,19.0,1.0,nan,,TNFRSF9
GEN1042,BNT312,CD40,"BioNTech, Genmab",1.0,19.0,1.0,nan,,CD40
acrixolimab,YBL-006,PD-1,Y-Biologics,1.0,4.0,,✓,,PDCD1
alomfilimab   >>,"KY1044, SAR445256",ICOS,"Kymab, Sanofi",1.0,14.0,1.0,✓,,ICOS
HPN536,nan,CD3e,Harpoon,1.0,3.0,,nan,,CD3E
HPN536,nan,Mesothelin,Harpoon,1.0,3.0,,nan,,MSLN
HPN536,nan,Serum Albumin,Harpoon,1.0,3.0,,nan,,ALB
ADCT-602,nan,CD22,ADC Therapeutics,1.0,2.0,1.0,nan,,CD22
NS101,nan,FAM19A5,Neuracle Science,1.0,46.0,,nan,,FAM19A5
RM-1929   <<,nan,EGFR,Aspyrian,1.0,,1.0,nan,,EGFR
EU101   >>,1801-11-01 00:00:00,4-1BB,"Eutilex, Samsung",1.0,9.0,,nan,,TNFRSF9
TY101,nan,PD-1,Tayu Huaxia,1.0,10.0,,nan,,PDCD1
TQB2303   ••,nan,CD20,Chia Tai Tianqing Pharma,1.0,,,nan,,MS4A1
GEN3009,DuoHexaBody-CD37,CD37,"Abbvie, Genmab",1.0,17.0,2.0,nan,,CD37
IMC-C103C,nan,CD3,"Genentech, Immunocore",1.0,5.0,,nan,,CD3E
IMC-C103C,nan,MAGE-A4,"Genentech, Immunocore",1.0,5.0,,nan,,MAGEA4
HPN217,nan,BCMA,"Abbvie, Harpoon",1.0,8.0,,nan,,TNFRSF17
HPN217,nan,CD3,"Abbvie, Harpoon",1.0,8.0,,nan,,CD3E
HPN217,nan,Serum Albumin,"Abbvie, Harpoon",1.0,8.0,,nan,,ALB
cemacabtagene ansegedleucel,"ALLO-501A, ALLO-501",CD19,Allogene,1.0,,1.0,nan,,CD19
CT053   <<,nan,BCMA,Carsgen,1.0,,,nan,,TNFRSF17
AT101,nan,CD19,Abclon,1.0,8.0,1.0,nan,,CD19
NC762,LNCB74,B7-H4,NextCure,1.0,4.0,,nan,,VTCN1
OBI-999   <<,nan,Globo H,Obi Pharma,1.0,,,nan,,B3GALT5
GEN1044,DuoBody®-CD3x5T4,CD3,Genmab,1.0,11.0,1.0,nan,,CD3E
GEN1044,DuoBody®-CD3x5T4,TPBG,Genmab,1.0,11.0,1.0,nan,,TPBG
ALMB-0168,nan,Connexin Cx43,Alamab Therapeutics Inc.,1.0,19.0,,nan,,GJA1
fanastomig,EMB-02,LAG-3,EpimAb,1.0,3.0,2.0,✓,,LAG3
fanastomig,EMB-02,PD-1,EpimAb,1.0,3.0,2.0,✓,,PDCD1
AK101,nan,IL-12,Akeso,1.0,2.0,,nan,,IL12A
AK101,nan,IL-23p40,Akeso,1.0,2.0,,nan,,IL12B
DS-3939a,nan,MUC1,Daiichi Sankyo,1.0,7.0,1.0,nan,,MUC1
HPN328,nan,CD3e,Harpoon,1.0,2.0,,nan,,CD3E
HPN328,nan,DLL3,Harpoon,1.0,2.0,,nan,,DLL3
HPN328,nan,Serum Albumin,Harpoon,1.0,2.0,,nan,,ALB
YH003,YH 003,CD40,Eucure,1.0,7.0,,nan,,CD40
ASKB589,nan,CLDN18,"AskGene, Jiangsu Aosaikang Pharma",1.0,5.0,,nan,,CLDN18
BT-001,TG6030,CTLA4,"BioInvent, Transgene",1.0,6.0,,nan,,CTLA4
HY-0102,nan,NKG2A,Shanghai HyaMab,1.0,2.0,,nan,,KLRC1
XKH001,nan,IL-25,Suzhou Kanova Biopharma,1.0,3.0,1.0,nan,,IL25
REGN7257,nan,IL-2RG,Regeneron,1.0,4.0,,nan,,IL2RG
ALLO-605,nan,BCMA,"Allogene, Pfizer",1.0,3.0,,nan,,TNFRSF17
BPX-601,PSCA GoCAR-T,PSCA,Bellicum,1.0,1.0,,nan,,PSCA
NM21-1480,CS2006,4-1BB,"CStone Pharma, Numab",1.0,,,nan,,TNFRSF9
NM21-1480,CS2006,PD-L1,"CStone Pharma, Numab",1.0,,,nan,,CD274
NM21-1480,CS2006,Serum Albumin,"CStone Pharma, Numab",1.0,,,nan,,ALB
NBE-002,nan,ROR1,NBE-Therapeutics,1.0,2.0,,nan,,ROR1
REGN5668,nan,CA125,Regeneron,1.0,5.0,,nan,,MUC16
REGN5668,nan,CD28,Regeneron,1.0,5.0,,nan,,CD28
REGN7075,nan,CD28,Regeneron,1.0,6.0,,nan,,CD28
REGN7075,nan,EGFR,Regeneron,1.0,6.0,,nan,,EGFR
OSE-279   ==,nan,PD-1,OSE Immunotherapeutics,1.0,12.0,,nan,,PDCD1
vilastobart,XTX101,CTLA4,Xilio,1.0,8.0,1.0,✓,,CTLA4
XMT-1592   ==,nan,NaPi2b,Mersana,1.0,1.0,,nan,,SLC34A2
VB119,nan,CD19,"Cancer Res UK, ValenzaBio",1.0,,,nan,,CD19
JAB-BX102,nan,NT5E,Jacobio,1.0,4.0,,nan,,NT5E
mavrostobart,PT199,NT5E,Phanes Thera,1.0,3.0,,nan,,NT5E
BND-22,nan,LILRB1,"Biond, Sanofi",1.0,9.0,,nan,,LILRB1
YH32367,nan,4-1BB,"ABL Bio, Yuhan",1.0,8.0,,nan,,TNFRSF9
YH32367,nan,HER2/neu,"ABL Bio, Yuhan",1.0,8.0,,nan,,ERBB2
YH32364,nan,4-1BB,"ABL Bio, Yuhan",1.0,4.0,,nan,,TNFRSF9
YH32364,nan,EGFR,"ABL Bio, Yuhan",1.0,4.0,,nan,,EGFR
zovostotug,OR2805,CD163,OncoResponse,1.0,16.0,,nan,,CD163
cizutamig,"EMB-06, CND106",BCMA,"Candid Thera, EpimAb",1.0,2.0,1.0,✓,,TNFRSF17
cizutamig,"EMB-06, CND106",CD3,"Candid Thera, EpimAb",1.0,2.0,1.0,✓,,CD3E
DS-1594b,nan,Undisclosed,Daiichi Sankyo,1.0,,,nan,,nan
BI-1808   ==,nan,TNFR2,BioInvent,1.0,,,nan,,TNFRSF1B
NVG-111,nan,CD3,NovalGen,1.0,,,nan,,CD3E
NVG-111,nan,ROR1,NovalGen,1.0,,,nan,,ROR1
BAT5906,nan,VEGF,Bio-Thera Solutions,1.0,1.0,,nan,,VEGFA
erzotabart   ==,GEN3014,CD38,Genmab,1.0,,,nan,,CD38
LAVA-051,nan,CD1d,Lava Thera,1.0,4.0,,nan,,CD1D
LAVA-051,nan,TCRGD2,Lava Thera,1.0,4.0,,nan,,TRGC2
NGM707,nan,LILRB2,NGM Biopharma,1.0,10.0,,nan,,LILRB2
NGM707,nan,LILRB4,NGM Biopharma,1.0,10.0,,nan,,LILRB4
SOT102,nan,CLDN18,Sotio,1.0,8.0,,nan,,CLDN18
PBI-410,GQ1010,TACSTD-2,"GeneQuantum, Pyramid",1.0,3.0,,nan,,TACSTD2
SBT6290,nan,Nectin-4,Silverback,1.0,3.0,,nan,,NECTIN4
GEN1047,nan,B7-H4,Genmab,1.0,7.0,,nan,,VTCN1
GEN1047,nan,CD3,Genmab,1.0,7.0,,nan,,CD3E
VY7523,nan,Tau,Voyager,1.0,13.0,,nan,,MAPT
BDC-3042,nan,CLEC6A,Bolt Bio,1.0,5.0,,nan,,CLEC6A
ESG401,nan,TACSTD-2,"Levena, Shanghai Escugen",1.0,2.0,1.0,nan,,TACSTD2
GTB-3550,nan,CD160,GT Biopharma,1.0,,1.0,nan,,CD160
GTB-3550,nan,CD3,GT Biopharma,1.0,,1.0,nan,,CD3E
BIO-106   ==,nan,TACSTD-2,BiOneCure,1.0,4.0,,nan,,TACSTD2
BI-1910   ==,nan,TNFR2,BioInvent,1.0,2.0,,nan,,TNFRSF1B
PRS-344,S095012,4-1BB,Pieris,1.0,,,nan,,TNFRSF9
PRS-344,S095012,PD-L1,Pieris,1.0,,,nan,,CD274
LBL-019,nan,TNFR2,Nanjing Leads Bio,1.0,3.0,,nan,,TNFRSF1B
BB-1705,nan,Undisclosed,Bliss Bio,1.0,,,nan,,nan
TAK-280,MVC-280,Undisclosed,Takeda,1.0,,,nan,,nan
AU-007,nan,IL-2,Aulos,1.0,11.0,,nan,,IL2
REGN7945,nan,CD28,Regeneron,1.0,4.0,,nan,,CD28
REGN7945,nan,CD38,Regeneron,1.0,4.0,,nan,,CD38
ISB 1442,nan,CD38,Glenmark / Ichnos,1.0,6.0,2.0,nan,,CD38
ISB 1442,nan,CD47,Glenmark / Ichnos,1.0,6.0,2.0,nan,,CD47
GB263T,nan,cMet,Genor,1.0,,,nan,,MET
GB263T,nan,EGFR,Genor,1.0,,,nan,,EGFR
CMG1A46,nan,CD19,Chimagen,1.0,,,nan,,CD19
CMG1A46,nan,CD20,Chimagen,1.0,,,nan,,MS4A1
CMG1A46,nan,CD3,Chimagen,1.0,,,nan,,CD3E
AZD8853,nan,MIC-1,AstraZeneca,1.0,,1.0,nan,,GDF15
TAC-001,nan,CD22,Tallac,1.0,3.0,,nan,,CD22
MBS303,MSC303,CD20,Beijing Mabworks,1.0,4.0,,nan,,MS4A1
MBS303,MSC303,CD3,Beijing Mabworks,1.0,4.0,,nan,,CD3E
IBI-129,nan,B7-H3,Innovent,1.0,3.0,,nan,,CD276
IBI-3003,nan,BCMA,Innovent,1.0,3.0,,nan,,TNFRSF17
IBI-3003,nan,CD3,Innovent,1.0,3.0,,nan,,CD3E
IBI-3003,nan,GPRC5D,Innovent,1.0,3.0,,nan,,GPRC5D
BT8009,nan,Nectin-4,Bicycle Thera,1.0,,2.0,nan,,NECTIN4
BT5228,nan,EphA2,Bicycle Thera,1.0,,,nan,,EPHA2
rezorstobart,IMT-009,KLRB1,Immunitas,1.0,8.0,,nan,,KLRB1
rinatabart sesutecan,"Rina-S, PRO1184, GEN1184",FRA,"Genmab, ProfoundBio",1.0,3.0,,nan,,FOSL1
JK08,nan,CTLA4,Salubris,1.0,,,nan,,CTLA4
IBI-354,IBI354,HER2/neu,Innovent,1.0,,,nan,,ERBB2
UCB4594,nan,HLA-G,UCB,1.0,2.0,,nan,,HLA-G
GEN1053,"BNT313, HexaBody-CD27",CD27,"BioNTech, Genmab",1.0,4.0,1.0,nan,,CD27
solnerstotug,SNS-101,B7-H5,Sensei,1.0,3.0,,✓,,VSIR
AZD5335,nan,FRA,AstraZeneca,1.0,5.0,,nan,,FOSL1
vedicitumomab,RC48,HER2/neu,nan,1.0,,1.0,nan,,ERBB2
LCB84,Hu2G10,TACSTD-2,LegoChem,1.0,1.0,,nan,,TACSTD2
SAR445514,IPH6401,BCMA,"Innate, Sanofi",1.0,3.0,,nan,,TNFRSF17
SAR445514,IPH6401,Fc-gamma-RIIIA,"Innate, Sanofi",1.0,3.0,,nan,,FCGR3A
SAR445514,IPH6401,NKp46,"Innate, Sanofi",1.0,3.0,,nan,,NCR1
AZD5863   ==,nan,CD3,AstraZeneca,1.0,,,nan,,CD3E
AZD5863   ==,nan,CLDN18,AstraZeneca,1.0,,,nan,,CLDN18
BNT314,GEN1059,4-1BB,"BioNTech, Genmab",1.0,2.0,,nan,,TNFRSF9
BNT314,GEN1059,EpCAM,"BioNTech, Genmab",1.0,2.0,,nan,,EPCAM
OR502,nan,LILRB2,OncoResponse,1.0,4.0,,nan,,LILRB2
S095018,nan,TIM-3,Les Laboratoires Servier,1.0,1.0,,nan,,HAVCR2
IBI-334,"IBI334, IBI3001",B7-H3,Innovent,1.0,2.0,,nan,,CD276
IBI-334,"IBI334, IBI3001",EGFR,Innovent,1.0,2.0,,nan,,EGFR
HMB-001,nan,Factor VIIa,Hemab,1.0,,,nan,,F7
HMB-001,nan,TREML1,Hemab,1.0,,,nan,,TREML1
budoprutug,"SLRN-517, NN2802",c-Kit,"Acelyrin, Novelty Nobility",1.0,2.0,,✓,,KIT
MBS314,nan,BCMA,"Beijing Mabworks, KYinno",1.0,1.0,,nan,,TNFRSF17
MBS314,nan,CD3,"Beijing Mabworks, KYinno",1.0,1.0,,nan,,CD3E
MBS314,nan,GPRC5D,"Beijing Mabworks, KYinno",1.0,1.0,,nan,,GPRC5D
MHB309A,nan,Undisclosed,Minghui,1.0,,,nan,,nan
MRG006A,nan,Glypican 3,Shanghai Miracogen,1.0,1.0,,nan,,GPC3
CABA-201,nan,CD19,Cabaletta,1.0,,,nan,,CD19
MHB306C,nan,TACSTD-2,Minghui,1.0,,,nan,,TACSTD2
QLF31907,nan,4-1BB,Qilu Pharma,1.0,,,nan,,TNFRSF9
QLF31907,nan,PD-L1,Qilu Pharma,1.0,,,nan,,CD274
IBI-130,nan,TACSTD-2,Innovent,1.0,,,nan,,TACSTD2
OBI-992   ==,nan,TACSTD-2,Obi Pharma,1.0,1.0,3.0,nan,,TACSTD2
BDC-4182,nan,CLDN18,Bolt Bio,1.0,2.0,,nan,,CLDN18
DB-1419,nan,B7-H3,DualityBio,1.0,1.0,1.0,nan,,CD276
DB-1419,nan,PD-L1,DualityBio,1.0,1.0,1.0,nan,,CD274
HB0036,nan,PD-L1,Huabo Biopharm,1.0,,,nan,,CD274
HB0036,nan,TIGIT,Huabo Biopharm,1.0,,,nan,,TIGIT
AI-081,nan,PD-1,OncoC4,1.0,,,nan,,PDCD1
AI-081,nan,VEGF,OncoC4,1.0,,,nan,,VEGFA
JK06,nan,TPBG,Salubris,1.0,1.0,,nan,,TPBG
AMT-116,nan,CD44,Multitude,1.0,1.0,,nan,,CD44
AZD9793,nan,CD8,AstraZeneca,1.0,,,nan,,CD8A
AZD9793,nan,Glypican 3,AstraZeneca,1.0,,,nan,,GPC3
AZD9793,nan,TCR,AstraZeneca,1.0,,,nan,,nan
IMC-R117C,nan,CD3,Immunocore,1.0,,,nan,,CD3E
IMC-R117C,nan,PIWIL1,Immunocore,1.0,,,nan,,PIWIL1
AZD4360   ==,nan,CD3,AstraZeneca,1.0,,,nan,,CD3E
AZD4360   ==,nan,CLDN18,AstraZeneca,1.0,,,nan,,CLDN18
KY-0301,nan,cMet,Novatim,1.0,1.0,,nan,,MET
KY-0301,nan,EGFR,Novatim,1.0,1.0,,nan,,EGFR
ENV-501,nan,HER3,Endeavor,1.0,,,nan,,ERBB3
HB0052,nan,NT5E,Huabo Biopharm,1.0,1.0,,nan,,NT5E
SSS40,nan,NGF,Shenyang Sunshine Pharma,1.0,,,nan,,NGF
TQB2922,nan,cMet,Chia Tai Tianqing Pharma,1.0,,,nan,,MET
TQB2922,nan,EGFR,Chia Tai Tianqing Pharma,1.0,,,nan,,EGFR
SOA101,nan,CD3,Shine-On Bio,1.0,,,nan,,CD3E
SOA101,nan,HLA-G,Shine-On Bio,1.0,,,nan,,HLA-G
SOA101,nan,PD-L1,Shine-On Bio,1.0,,,nan,,CD274
AZD6750,nan,CD8,AstraZeneca,1.0,1.0,,nan,,CD8A
A5B7,nan,CEACAM5,"AstraZeneca, CRC",,1.0,11.0,nan,,CEACAM5
Type,Any Antibody Antibody drug conjugate Fab fragment Vhh Scfv Nanobody Domain antibody Smip Darpin Bispecific antibody Trispecific antibody Pegylated antibody Radiolabeled antibody Polyclonal antibodies Other Chimeric antigen receptor,Phase,Any Preclinical Phase 1 Phase 1/2 Phase 2 Phase 2a Phase 2/3 Phase 3 Phase 4 Approved,,,,nan,,nan
Advanced Search,nan,nan,nan,,,,nan,,nan
cixutumumab,"IMC-A12, NSC742460",IGF-1R,ImClone,43.0,11.0,43.0,✓,,IGF1R
dalotuzumab,"MK-0646, MK0646, h7C10",IGF-1R,Merck (MSD),22.0,17.0,11.0,✓,,IGF1R
lintuzumab   >>,"Zamyl, SGN-33, HuM195, Actimab-A, Lintuzumab-Ac-225",CD33,"Actinium, Seattle Genetics",21.0,34.0,23.0,nan,,CD33
siplizumab   <<,"MEDI-507, TCD601",CD2,"BioTransplant, ITB-Med, Medimmune",20.0,2.0,11.0,✓,,CD2
lirilumab,"IPH 2101, IPH2101, 1-7F9, IPH 2102, IPH2102, BMS-986015",KIR,"BMS, Innate, Novo Nordisk",19.0,48.0,13.0,✓,,nan
oleclumab,MEDI9447,NT5E,Medimmune,19.0,19.0,10.0,✓,,NT5E
teclistamab-cqyv,"TECVAYLI, teclistamab, JNJ-63483043, JNJ-64007957, JNJ-7957",BCMA,Janssen Biotech,18.0,25.0,54.0,✓,,TNFRSF17
teclistamab-cqyv,"TECVAYLI, teclistamab, JNJ-63483043, JNJ-64007957, JNJ-7957",CD3,Janssen Biotech,18.0,25.0,54.0,✓,,CD3E
